Application_of_fuzzy_weight_of_evidence_and_data_mining_techniques_in_construction_of_flood_susceptibility_map_of_Poyang_County__China-03.jpg,mapa
Application_of_fuzzy_weight_of_evidence_and_data_mining_techniques_in_construction_of_flood_susceptibility_map_of_Poyang_County__China-05.jpg,mapa
Application_of_fuzzy_weight_of_evidence_and_data_mining_techniques_in_construction_of_flood_susceptibility_map_of_Poyang_County__China-09.jpg,mapa
Application_of_fuzzy_weight_of_evidence_and_data_mining_techniques_in_construction_of_flood_susceptibility_map_of_Poyang_County__China-10.jpg,mapa
Application_of_fuzzy_weight_of_evidence_and_data_mining_techniques_in_construction_of_flood_susceptibility_map_of_Poyang_County__China-11.jpg,mapa
Arbuscular_mycorrhizal_fungal_species_in_saline_environments_of_Central_Argentina__seasonal_variation_and_distribution_of_spores_at_different_soil_depths.-3.jpg,mapa
Architecture_and_controls_of_thick__intensely_bioturbated__storm-influenced_shallow-marine_successions__an_example_from_the_Jurassic_Neuquén_Basin__Argentina_-02.jpg,mapa
Architecture_and_controls_of_thick__intensely_bioturbated__storm-influenced_shallow-marine_successions__an_example_from_the_Jurassic_Neuquén_Basin__Argentina_-04.jpg,mapa
Are_we_sure_we_eat_what_we_buy__Fish_mislabelling_in_Buenos_Aires_province__the_largest_sea_food_market_in_Argentina-2.jpg,mapa
Arsenic_in_Argentina__Occurrence__human_health__legislation_and_determination-02.jpg,mapa
Arsenic_in_Argentina__Occurrence__human_health__legislation_and_determination-03.jpg,mapa
Arsenic_in_Argentina__Occurrence__human_health__legislation_and_determination-04.jpg,mapa
Arsenic_in_Argentina__Occurrence__human_health__legislation_and_determination-05.jpg,mapa
Arsenic_in_Argentina__Occurrence__human_health__legislation_and_determination-06.jpg,mapa
Arsenic_in_Argentina__Occurrence__human_health__legislation_and_determination-09.jpg,mapa
Assessing_the_effectiveness_of_a_land_zoning_policy_in_the_Dry_Chaco._The_Case_of_Santiago_del_Estero__Argentina-3.jpg,mapa
Assessing_the_effectiveness_of_a_land_zoning_policy_in_the_Dry_Chaco._The_Case_of_Santiago_del_Estero__Argentina-4.jpg,mapa
Assessing_the_effectiveness_of_a_land_zoning_policy_in_the_Dry_Chaco._The_Case_of_Santiago_del_Estero__Argentina-6.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-011.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-030.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-033.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-034.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-038.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-040.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-085.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-088.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-089.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-090.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-096.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-173.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-199.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-203.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-210.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-221.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-238.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-261.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-278.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-293.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-314.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-319.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-324.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-341.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-364.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-366.jpg,mapa
Assessment_of_Provisioning_Ecosystem_Services_in_Terrestrial_Ecosystems_of_Santa_Cruz_Province__Argentina-456.jpg,mapa
Basin_evolution_during_Cretaceous-Oligocene_changes_in_sediment_routing_in_the_Eastern_Precordillera__Argentina-03.jpg,mapa
Basin_evolution_during_Cretaceous-Oligocene_changes_in_sediment_routing_in_the_Eastern_Precordillera__Argentina-04.jpg,mapa
Basin_evolution_during_Cretaceous-Oligocene_changes_in_sediment_routing_in_the_Eastern_Precordillera__Argentina-18.jpg,mapa
Bioaccumulation_and_trophic_transfer_of_metals__As_and_Se_through_a_freshwater_food_web_affected_by_antrophic_pollution_in_Córdoba__Argentina-03.jpg,mapa
Bloom-forming_cyanobacteria_and_cyanotoxins_in_Argentina__A_growing_health_and_environmental_concern-03.jpg,mapa
Bloom-forming_cyanobacteria_and_cyanotoxins_in_Argentina__A_growing_health_and_environmental_concern-05.jpg,mapa
Bloom-forming_cyanobacteria_and_cyanotoxins_in_Argentina__A_growing_health_and_environmental_concern-09.jpg,mapa
Border_Control__Brazil__Paraguay__Argentina__and_Local_Inventiveness_in_Times_of_COVID-19-1.jpg,mapa
Border_Control__Brazil__Paraguay__Argentina__and_Local_Inventiveness_in_Times_of_COVID-19-2.jpg,mapa
Calcium_carbonate_precipitation_in_diatom-rich_microbial_mats__the_Laguna_Negra_hypersaline_lake__Catamarca__Argentina-03.jpg,mapa
Chytridiomycosis_in_two_species_of_Telmatobius__Anura__Leptodactylidae__from_Argentina-02.jpg,mapa
Citizen_science_reveals_the_distribution_of_the_invasive_harlequin_ladybird__Harmonia_axyridis_Pallas__in_Argentina-3.jpg,mapa
Climate_impacts_on_crop_yields_in_Central_Argentina._Adaptation_strategies-03.jpg,mapa
Climate_impacts_on_crop_yields_in_Central_Argentina._Adaptation_strategies-04.jpg,mapa
Climate_impacts_on_crop_yields_in_Central_Argentina._Adaptation_strategies-05.jpg,mapa
Climate_impacts_on_crop_yields_in_Central_Argentina._Adaptation_strategies-07.jpg,mapa
Climate_impacts_on_crop_yields_in_Central_Argentina._Adaptation_strategies-09.jpg,mapa
Climate_impacts_on_crop_yields_in_Central_Argentina._Adaptation_strategies-10.jpg,mapa
Climate_impacts_on_crop_yields_in_Central_Argentina._Adaptation_strategies-11.jpg,mapa
Climate_impacts_on_crop_yields_in_Central_Argentina._Adaptation_strategies-12.jpg,mapa
Climate_impacts_on_crop_yields_in_Central_Argentina._Adaptation_strategies-14.jpg,mapa
Climate_impacts_on_crop_yields_in_Central_Argentina._Adaptation_strategies-15.jpg,mapa
Climate_regionalization_and_trends_based_on_daily_temperature_and_precipitation_extremes_in_the_south_of_the_Pampas__Argentina_-04.jpg,mapa
Climate_regionalization_and_trends_based_on_daily_temperature_and_precipitation_extremes_in_the_south_of_the_Pampas__Argentina_-13.jpg,mapa
Climate_regionalization_and_trends_based_on_daily_temperature_and_precipitation_extremes_in_the_south_of_the_Pampas__Argentina_-17.jpg,mapa
Comparison_of_different_algorithms_to_map_hydrothermal_alteration_zones_using_ASTER_remote_sensing_data_for_polymetallic_vein-type_ore_exploration__Toroud__-03.jpg,mapa
Comparison_of_different_algorithms_to_map_hydrothermal_alteration_zones_using_ASTER_remote_sensing_data_for_polymetallic_vein-type_ore_exploration__Toroud__-11.jpg,mapa
Comparison_of_different_algorithms_to_map_hydrothermal_alteration_zones_using_ASTER_remote_sensing_data_for_polymetallic_vein-type_ore_exploration__Toroud__-12.jpg,mapa
Comparison_of_different_algorithms_to_map_hydrothermal_alteration_zones_using_ASTER_remote_sensing_data_for_polymetallic_vein-type_ore_exploration__Toroud__-15.jpg,mapa
Comparison_of_the_air_pollution_biomonitoring_ability_of_three_Tillandsia_species_and_the_lichen_Ramalina_celastri_in_Argentina-2.jpg,mapa
Complex_Geographical_Distribution_of_Ploidy_Levels_in_Polylepis_australis__Rosaceae___an_Endemic_Tree_Line_Species_in_Argentina-2.jpg,mapa
Contrasting_climates_at_both_sides_of_the_Andes_in_Argentina_and_Chile-03.jpg,mapa
Craft_beer_market_in_argentina__An_exploratory_study_of_local_brewers__and_consumers__perceptions_in_mar_del_plata-03.jpg,mapa
Craft_beer_market_in_argentina__An_exploratory_study_of_local_brewers__and_consumers__perceptions_in_mar_del_plata-04.jpg,mapa
Crustal_structure_beneath_Tierra_del_Fuego__Argentina__inferred_from_seismic_P-wave_receiver_functions_and_ambient_noise_autocorrelations-29.jpg,mapa
Crustal_structure_beneath_Tierra_del_Fuego__Argentina__inferred_from_seismic_P-wave_receiver_functions_and_ambient_noise_autocorrelations-30.jpg,mapa
Crustal_structure_beneath_Tierra_del_Fuego__Argentina__inferred_from_seismic_P-wave_receiver_functions_and_ambient_noise_autocorrelations-36.jpg,mapa
Current_distribution_and_conservation_of_the_huemul__Hippocamelus_bisulcus__in_Argentina_and_Chile-03.jpg,mapa
DECLINE_OF_THREE_SPECIES_OF_THE_GENUS_TELMATOBIUS__ANURA__LEPTODACTYLIDAE__FROM_TUCUMÁN_PROVINCE__ARGENTINA-04.jpg,mapa
DInSAR_for_a_regional_inventory_of_active_rock_glaciers_in_the_dry_Andes_mountains_of_Argentina_and_Chile_with_sentinel-1_data-03.jpg,mapa
DInSAR_for_a_regional_inventory_of_active_rock_glaciers_in_the_dry_Andes_mountains_of_Argentina_and_Chile_with_sentinel-1_data-10.jpg,mapa
DInSAR_for_a_regional_inventory_of_active_rock_glaciers_in_the_dry_Andes_mountains_of_Argentina_and_Chile_with_sentinel-1_data-12.jpg,mapa
Decadal_change_in_zooplankton_seasonal_succession_in_the_Bahía_Blanca_estuary__Argentina__following_introduction_of_two_zooplankton_species-02.jpg,mapa
Deforestation_and_current_management_practices_reduce_soil_organic_carbon_in_the_semi-arid_Chaco__Argentina-03.jpg,mapa
Description_of_new_andean_species_of_the_genus_Phymaturus__Iguania__Liolaemidae__from_Northwestern_Argentina-07.jpg,mapa
Determinants_of_ant_species_spatial_distribution_in_habitats_from_central_Argentina-02.jpg,mapa
Development_and_analysis_of_a_new_solar_radiation_atlas_for_Argentina_from_ground-based_measurements_and_CERES_SYN1deg_data-2.jpg,mapa
Development_and_analysis_of_a_new_solar_radiation_atlas_for_Argentina_from_ground-based_measurements_and_CERES_SYN1deg_data-4.jpg,mapa
Development_and_analysis_of_a_new_solar_radiation_atlas_for_Argentina_from_ground-based_measurements_and_CERES_SYN1deg_data-5.jpg,mapa
Development_and_analysis_of_a_new_solar_radiation_atlas_for_Argentina_from_ground-based_measurements_and_CERES_SYN1deg_data-6.jpg,mapa
Development_of_a_spatially_complete_floodplain_map_of_the_conterminous_United_States_using_random_forest-01.jpg,mapa
Development_of_a_spatially_complete_floodplain_map_of_the_conterminous_United_States_using_random_forest-03.jpg,mapa
Development_of_a_spatially_complete_floodplain_map_of_the_conterminous_United_States_using_random_forest-06.jpg,mapa
Development_of_a_spatially_complete_floodplain_map_of_the_conterminous_United_States_using_random_forest-08.jpg,mapa
Development_of_a_spatially_complete_floodplain_map_of_the_conterminous_United_States_using_random_forest-09.jpg,mapa
Development_of_an_empirical_model_for_chlorophyll-a_and_Secchi_Disk_Depth_estimation_for_a_Pampean_shallow_lake__Argentina_-2.jpg,mapa
Development_of_an_empirical_model_for_chlorophyll-a_and_Secchi_Disk_Depth_estimation_for_a_Pampean_shallow_lake__Argentina_-7.jpg,mapa
Digital_story_map_learning_for_STEM_disciplines-06.jpg,mapa
Distribution__abundance_and_associations_of_seabirds_in_the_Beagle_Channel__Tierra_del_Fuego__Argentina-2.jpg,mapa
Distribution__dispersal_and_spread_of_the_invasive_social_wasp__Vespula_germanica__in_Argentina-4.jpg,mapa
Distribution__species_diversity_and_life-form_spectra_of_plant_communities_along_an_altitudinal_gradient_in_the_northern_slopes_of_Qilianshan_Mountains__Gansu__China-2.jpg,mapa
Distribution_and_abundance_of_Chubut_Steamerducks__an_endemic_species_to_Central_Patagonia__Argentina-04.jpg,mapa
Distribution_and_abundance_of_sigmodontine_rodents_in_relation_to_hantavirus_in_Neuquén__Argentina-2.jpg,mapa
Distribution_and_diversity_of_leaf-cutting_ants_in_Northeastern_Argentina__species_most_associated_with_forest_plantations-06.jpg,mapa
Distribution_and_mobility_of_arsenic_in_the_Rio_Dulce_alluvial_aquifers_in_Santiago_del_Estero_Province__Argentina-02.jpg,mapa
Distribution_and_mobility_of_arsenic_in_the_Rio_Dulce_alluvial_aquifers_in_Santiago_del_Estero_Province__Argentina-04.jpg,mapa
Distribution_and_mobility_of_arsenic_in_the_Rio_Dulce_alluvial_aquifers_in_Santiago_del_Estero_Province__Argentina-21.jpg,mapa
Distribution_of_extant_xenarthrans__Mammalia__Xenarthra__in_Argentina_using_species_distribution_models-02.jpg,mapa
Distribution_of_extant_xenarthrans__Mammalia__Xenarthra__in_Argentina_using_species_distribution_models-04.jpg,mapa
Distribution_of_extant_xenarthrans__Mammalia__Xenarthra__in_Argentina_using_species_distribution_models-05.jpg,mapa
Distribution_of_extant_xenarthrans__Mammalia__Xenarthra__in_Argentina_using_species_distribution_models-07.jpg,mapa
Distribution_of_extant_xenarthrans__Mammalia__Xenarthra__in_Argentina_using_species_distribution_models-09.jpg,mapa
Distribution_of_extant_xenarthrans__Mammalia__Xenarthra__in_Argentina_using_species_distribution_models-10.jpg,mapa
Distribution_of_introduced_and_native_fish_in_Patagonia__Argentina___patterns_and_changes_in_fish_assemblages-02.jpg,mapa
Distribution_of_introduced_and_native_fish_in_Patagonia__Argentina___patterns_and_changes_in_fish_assemblages-14.jpg,mapa
Distribution_of_introduced_and_native_fish_in_Patagonia__Argentina___patterns_and_changes_in_fish_assemblages-15.jpg,mapa
Distribution_of_mosquitoes_in_the_south_east_of_Argentina_and_first_report_on_the_analysis_based_on_18S_rDNA_and_COI_sequences-03.jpg,mapa
Distribution_of_phlebotomine_sand_flies__Diptera__Psychodidae__in_a_primary_forest-crop_interface__Salta__Argentina-3.jpg,mapa
Distribution_of_the_Unionida__Bivalvia__Paleoheterodonta__from_Argentina_and_its_conservation_in_the_Southern_Neotropical_Region-05.jpg,mapa
Distribution_of_the_Unionida__Bivalvia__Paleoheterodonta__from_Argentina_and_its_conservation_in_the_Southern_Neotropical_Region-06.jpg,mapa
Distribution_of_the_Unionida__Bivalvia__Paleoheterodonta__from_Argentina_and_its_conservation_in_the_Southern_Neotropical_Region-07.jpg,mapa
Distribution_of_the_Unionida__Bivalvia__Paleoheterodonta__from_Argentina_and_its_conservation_in_the_Southern_Neotropical_Region-08.jpg,mapa
Distribution_of_the_Unionida__Bivalvia__Paleoheterodonta__from_Argentina_and_its_conservation_in_the_Southern_Neotropical_Region-09.jpg,mapa
Distribution_parameters_of_guanaco__Lama_guanicoe___pampas_deer__Ozotoceros_bezoarticus__and_marsh_deer__Blastocerus_dichotomus__in_Central_Argentina__-03.jpg,mapa
Distribution_parameters_of_guanaco__Lama_guanicoe___pampas_deer__Ozotoceros_bezoarticus__and_marsh_deer__Blastocerus_dichotomus__in_Central_Argentina__-06.jpg,mapa
Distribution_parameters_of_guanaco__Lama_guanicoe___pampas_deer__Ozotoceros_bezoarticus__and_marsh_deer__Blastocerus_dichotomus__in_Central_Argentina__-07.jpg,mapa
Distribution_parameters_of_guanaco__Lama_guanicoe___pampas_deer__Ozotoceros_bezoarticus__and_marsh_deer__Blastocerus_dichotomus__in_Central_Argentina__-08.jpg,mapa
Distribution_patterns_and_trophic_characteristics_of_salmonids_and_native_species_inhabiting_high_altitude_rivers_of_Pampa_de_Achala_region__Argentina-02.jpg,mapa
Distributional_changes_of_landbird_species_in_agroecosystems_of_central_Argentina-4.jpg,mapa
Diverse__fragile_and_fragmented__The_new_map_of_European_Migration-03.jpg,mapa
Diversity_and_composition_of_cactus_species_along_an_altitudinal_gradient_in_the_Sierras_del_Norte_Mountains__Córdoba__Argentina_-2.jpg,mapa
Diversity_and_distribution_of_Neotyphodium-infected_grasses_in_Argentina-03.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-013.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-016.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-024.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-042.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-057.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-089.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-090.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-092.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-107.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-136.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-151.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-162.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-164.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-168.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-202.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-224.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-249.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-269.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-287.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-306.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-307.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-316.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-334.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-335.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-336.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-337.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-338.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-351.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-363.jpg,mapa
Diversity_of_anurans_across_agricultural_ponds_in_Argentina-370.jpg,mapa
Early_Cambrian_multiple-sourced_plutonism_in_the_Eastern_Sierras_Pampeanas__Córdoba__Argentina__Implications_for_the_evolution_of_the_early_Paleozoic_Gondwana__-46.jpg,mapa
Early_Cambrian_multiple-sourced_plutonism_in_the_Eastern_Sierras_Pampeanas__Córdoba__Argentina__Implications_for_the_evolution_of_the_early_Paleozoic_Gondwana__-47.jpg,mapa
Early_Cambrian_multiple-sourced_plutonism_in_the_Eastern_Sierras_Pampeanas__Córdoba__Argentina__Implications_for_the_evolution_of_the_early_Paleozoic_Gondwana__-48.jpg,mapa
Early_Eocene_spore_and_pollen_assemblages_from_the_Laguna_del_Hunco_fossil_lake_beds__Patagonia__Argentina-02.jpg,mapa
Early_Paleozoic_accretionary_orogenies_in_NW_Argentina__growth_of_West_Gondwana-004.jpg,mapa
